date,city,l1_category,l2_category,est_qty_sold
2025-03-10,Chandigarh,Munchies,Bhujia & Mixtures,36
2025-03-24,Karnal,Munchies,Bhujia & Mixtures,0
2025-03-18,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-24,Vellore,Munchies,Bhujia & Mixtures,6
2025-03-07,Dharwad,Munchies,Bhujia & Mixtures,0
2025-03-13,Dharwad,Munchies,Bhujia & Mixtures,0
2025-03-23,Amritsar,Munchies,Bhujia & Mixtures,3
2025-03-21,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-17,Rohtak,Munchies,Bhujia & Mixtures,0
2025-03-28,Madurai,Munchies,Papad & Fryums,0
2025-03-13,Patiala,Munchies,Bhujia & Mixtures,12
2025-03-27,Hyderabad,Munchies,Bhujia & Mixtures,232
2025-03-17,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-23,Surat,Munchies,Bhujia & Mixtures,0
2025-04-01,Karnal,Munchies,Bhujia & Mixtures,0
2025-03-13,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-20,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-10,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-10,Ahmedabad,Munchies,Bhujia & Mixtures,64
2025-03-19,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-10,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-07,Zirakpur,Munchies,Bhujia & Mixtures,20
2025-03-08,Meerut,Munchies,Bhujia & Mixtures,0
2025-03-17,Rewa,Munchies,Bhujia & Mixtures,0
2025-03-29,Mangaluru,Munchies,Papad & Fryums,0
2025-03-21,Mangaluru,Munchies,Papad & Fryums,0
2025-03-09,Bengaluru,Munchies,Bhujia & Mixtures,1272
2025-03-23,Bengaluru,Munchies,Bhujia & Mixtures,478
2025-03-24,Kharar,Munchies,Bhujia & Mixtures,12
2025-03-09,Pune,Munchies,Papad & Fryums,312
2025-03-04,Aligarh,Munchies,Bhujia & Mixtures,16
2025-03-30,Dharwad,Munchies,Papad & Fryums,0
2025-03-16,Ahmedabad,Munchies,Bhujia & Mixtures,51
2025-03-03,Pune,Munchies,Papad & Fryums,19
2025-03-20,Lonavala,Munchies,Papad & Fryums,0
2025-03-17,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-05,Bathinda,Munchies,Bhujia & Mixtures,8
2025-03-16,Ghaziabad,Munchies,Bhujia & Mixtures,61
2025-03-22,Ghaziabad,Munchies,Bhujia & Mixtures,113
2025-03-27,Bathinda,Munchies,Bhujia & Mixtures,0
2025-03-21,Zirakpur,Munchies,Bhujia & Mixtures,6
2025-03-06,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-18,Kundli,Munchies,Bhujia & Mixtures,0
2025-03-16,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-13,Zirakpur,Munchies,Bhujia & Mixtures,9
2025-03-01,Belgaum,Munchies,Bhujia & Mixtures,2
2025-03-11,Mysore,Munchies,Papad & Fryums,12
2025-03-24,Chandigarh,Munchies,Bhujia & Mixtures,20
2025-03-31,Panchkula,Munchies,Bhujia & Mixtures,13
2025-03-27,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-05,Hyderabad,Munchies,Bhujia & Mixtures,432
2025-03-10,Kharar,Munchies,Bhujia & Mixtures,28
2025-03-31,Mysore,Munchies,Papad & Fryums,9
2025-03-13,Alwar,Munchies,Bhujia & Mixtures,0
2025-04-01,Coimbatore,Munchies,Papad & Fryums,0
2025-03-24,Coimbatore,Munchies,Papad & Fryums,0
2025-03-31,Rewa,Munchies,Bhujia & Mixtures,3
2025-03-10,Karnal,Munchies,Bhujia & Mixtures,8
2025-03-08,Mumbai,Munchies,Papad & Fryums,554
2025-03-07,Mangaluru,Munchies,Papad & Fryums,0
2025-03-30,Ahmedabad,Munchies,Bhujia & Mixtures,66
2025-03-07,Vellore,Munchies,Papad & Fryums,0
2025-03-03,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-08,Nashik,Munchies,Papad & Fryums,0
2025-03-30,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-11,Visakhapatnam,Munchies,Papad & Fryums,16
2025-03-18,Chandigarh,Munchies,Bhujia & Mixtures,28
2025-03-24,Ahmedabad,Munchies,Bhujia & Mixtures,30
2025-03-01,Vellore,Munchies,Papad & Fryums,2
2025-03-08,Ghaziabad,Munchies,Bhujia & Mixtures,140
2025-03-27,Zirakpur,Munchies,Bhujia & Mixtures,6
2025-03-16,Dharwad,Munchies,Papad & Fryums,0
2025-04-01,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-23,Hyderabad,Munchies,Papad & Fryums,51
2025-03-19,Bathinda,Munchies,Bhujia & Mixtures,0
2025-03-22,Bengaluru,Munchies,Bhujia & Mixtures,1132
2025-03-08,Kolkata,Munchies,Bhujia & Mixtures,81
2025-03-12,Kundli,Munchies,Bhujia & Mixtures,0
2025-03-03,Bhiwadi,Munchies,Bhujia & Mixtures,0
2025-03-09,Agra,Munchies,Bhujia & Mixtures,32
2025-03-06,Zirakpur,Munchies,Bhujia & Mixtures,40
2025-03-17,Dharwad,Munchies,Papad & Fryums,0
2025-03-25,Dharwad,Munchies,Papad & Fryums,0
2025-03-25,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-04,Chennai,Munchies,Bhujia & Mixtures,152
2025-03-20,Kochi,Munchies,Bhujia & Mixtures,24
2025-03-06,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-28,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-11,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-04-01,Bathinda,Munchies,Bhujia & Mixtures,0
2025-03-17,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-28,Patiala,Munchies,Bhujia & Mixtures,12
2025-03-26,Vijayawada,Munchies,Papad & Fryums,6
2025-03-13,Erode,Munchies,Papad & Fryums,0
2025-03-11,Kozhikode,Munchies,Papad & Fryums,0
2025-04-01,Faridabad,Munchies,Bhujia & Mixtures,32
2025-03-21,Vellore,Munchies,Papad & Fryums,0
2025-03-18,Rohtak,Munchies,Bhujia & Mixtures,16
2025-04-01,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-29,Manipal,Munchies,Papad & Fryums,0
2025-03-17,Vellore,Munchies,Bhujia & Mixtures,0
2025-03-28,Agra,Munchies,Bhujia & Mixtures,12
2025-03-30,Bhiwadi,Munchies,Bhujia & Mixtures,3
2025-03-10,Madurai,Munchies,Bhujia & Mixtures,0
2025-03-28,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-22,Bhiwadi,Munchies,Bhujia & Mixtures,0
2025-03-12,Bathinda,Munchies,Bhujia & Mixtures,0
2025-03-26,Zirakpur,Munchies,Bhujia & Mixtures,9
2025-03-11,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-26,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-28,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-18,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-06,Kochi,Munchies,Papad & Fryums,8
2025-03-01,Jalandhar,Munchies,Bhujia & Mixtures,6
2025-03-20,Gurgaon,Munchies,Bhujia & Mixtures,291
2025-03-23,Phagwara,Munchies,Bhujia & Mixtures,6
2025-03-07,Vijayawada,Munchies,Papad & Fryums,8
2025-03-29,Delhi,Munchies,Bhujia & Mixtures,566
2025-03-30,Visakhapatnam,Munchies,Bhujia & Mixtures,18
2025-03-22,Erode,Munchies,Papad & Fryums,0
2025-03-21,Mumbai,Munchies,Bhujia & Mixtures,165
2025-03-22,Dharwad,Munchies,Bhujia & Mixtures,0
2025-03-08,Vijayawada,Munchies,Papad & Fryums,20
2025-03-09,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-31,Chennai,Munchies,Bhujia & Mixtures,140
2025-03-23,Aligarh,Munchies,Bhujia & Mixtures,6
2025-03-08,Sonipat,Munchies,Bhujia & Mixtures,16
2025-03-08,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-20,Mohali,Munchies,Bhujia & Mixtures,0
2025-03-22,Lucknow,Munchies,Bhujia & Mixtures,20
2025-03-19,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-19,Ludhiana,Munchies,Bhujia & Mixtures,12
2025-03-28,Sonipat,Munchies,Bhujia & Mixtures,0
2025-03-21,Delhi,Munchies,Bhujia & Mixtures,350
2025-04-01,Guntur,Munchies,Papad & Fryums,0
2025-03-26,Thrissur,Munchies,Papad & Fryums,0
2025-03-29,Jaipur,Munchies,Bhujia & Mixtures,20
2025-03-16,Erode,Munchies,Bhujia & Mixtures,0
2025-03-19,Mathura,Munchies,Bhujia & Mixtures,0
2025-03-30,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-26,Nashik,Munchies,Bhujia & Mixtures,9
2025-03-03,Patiala,Munchies,Bhujia & Mixtures,0
2025-03-04,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-29,Vijayawada,Munchies,Papad & Fryums,28
2025-03-16,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-27,Amritsar,Munchies,Bhujia & Mixtures,18
2025-03-16,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-01,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-07,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-23,Chennai,Munchies,Bhujia & Mixtures,195
2025-03-11,Thrissur,Munchies,Papad & Fryums,0
2025-03-05,Amritsar,Munchies,Bhujia & Mixtures,32
2025-03-24,Surat,Munchies,Bhujia & Mixtures,0
2025-03-28,Karnal,Munchies,Bhujia & Mixtures,0
2025-03-19,Mohali,Munchies,Bhujia & Mixtures,6
2025-03-20,Karnal,Munchies,Bhujia & Mixtures,16
2025-03-13,Sonipat,Munchies,Bhujia & Mixtures,20
2025-03-29,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-23,Agra,Munchies,Bhujia & Mixtures,0
2025-03-21,Visakhapatnam,Munchies,Papad & Fryums,0
2025-04-01,Navsari,Munchies,Bhujia & Mixtures,0
2025-03-07,Sonipat,Munchies,Bhujia & Mixtures,24
2025-03-17,Agra,Munchies,Bhujia & Mixtures,3
2025-03-11,Panipat,Munchies,Bhujia & Mixtures,2
2025-03-09,Hyderabad,Munchies,Papad & Fryums,96
2025-03-08,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-06,Tiruchirapalli,Munchies,Bhujia & Mixtures,8
2025-03-22,Kolkata,Munchies,Bhujia & Mixtures,108
2025-03-27,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-28,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-06,Karnal,Munchies,Bhujia & Mixtures,12
2025-03-23,Manipal,Munchies,Papad & Fryums,0
2025-03-05,Mohali,Munchies,Bhujia & Mixtures,16
2025-03-31,Manipal,Munchies,Papad & Fryums,0
2025-03-07,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-20,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-07,Mysore,Munchies,Bhujia & Mixtures,12
2025-03-09,Jalandhar,Munchies,Bhujia & Mixtures,40
2025-03-22,Manipal,Munchies,Bhujia & Mixtures,8
2025-03-08,Bathinda,Munchies,Bhujia & Mixtures,0
2025-03-13,Pune,Munchies,Bhujia & Mixtures,255
2025-03-06,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-26,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-10,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-09,Manipal,Munchies,Papad & Fryums,0
2025-03-01,Hyderabad,Munchies,Papad & Fryums,47
2025-03-29,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-26,Mumbai,Munchies,Bhujia & Mixtures,279
2025-03-07,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-29,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-20,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-13,Ambala,Munchies,Bhujia & Mixtures,4
2025-03-21,Mysore,Munchies,Bhujia & Mixtures,24
2025-03-13,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-06,Coimbatore,Munchies,Papad & Fryums,0
2025-03-21,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-09,Panipat,Munchies,Bhujia & Mixtures,16
2025-03-01,Bengaluru,Munchies,Bhujia & Mixtures,301
2025-03-11,Mohali,Munchies,Bhujia & Mixtures,0
2025-03-23,Jalandhar,Munchies,Bhujia & Mixtures,0
2025-03-12,Mumbai,Munchies,Bhujia & Mixtures,509
2025-03-30,Manipal,Munchies,Bhujia & Mixtures,6
2025-03-17,Mumbai,Munchies,Papad & Fryums,60
2025-03-29,Durgigudi,Munchies,Bhujia & Mixtures,8
2025-03-17,Manipal,Munchies,Papad & Fryums,0
2025-03-07,Noida,Munchies,Bhujia & Mixtures,328
2025-03-24,Belgaum,Munchies,Papad & Fryums,0
2025-03-21,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-27,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-21,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-07,Kundli,Munchies,Bhujia & Mixtures,0
2025-03-10,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-13,Karnal,Munchies,Bhujia & Mixtures,0
2025-03-29,Gurgaon,Munchies,Bhujia & Mixtures,349
2025-03-21,Yamunanagar,Munchies,Bhujia & Mixtures,15
2025-03-17,Nellore,Munchies,Bhujia & Mixtures,9
2025-03-30,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-27,Kochi,Munchies,Papad & Fryums,0
2025-03-18,Aligarh,Munchies,Bhujia & Mixtures,0
2025-03-18,Kharar,Munchies,Bhujia & Mixtures,24
2025-03-04,Ludhiana,Munchies,Bhujia & Mixtures,40
2025-03-28,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-10,Belgaum,Munchies,Papad & Fryums,0
2025-03-19,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-17,Erode,Munchies,Papad & Fryums,0
2025-03-24,Thrissur,Munchies,Bhujia & Mixtures,15
2025-03-01,Mangaluru,Munchies,Papad & Fryums,4
2025-03-08,Delhi,Munchies,Bhujia & Mixtures,1032
2025-03-11,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-12,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-07,Gurgaon,Munchies,Bhujia & Mixtures,640
2025-03-05,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-24,Jaipur,Munchies,Bhujia & Mixtures,27
2025-03-20,Panchkula,Munchies,Bhujia & Mixtures,24
2025-03-23,Chennai,Munchies,Papad & Fryums,3
2025-03-29,Hyderabad,Munchies,Papad & Fryums,68
2025-03-17,Mysore,Munchies,Papad & Fryums,0
2025-03-12,Panchkula,Munchies,Bhujia & Mixtures,12
2025-03-26,Alwar,Munchies,Bhujia & Mixtures,0
2025-03-09,Mysore,Munchies,Papad & Fryums,4
2025-03-17,Guntur,Munchies,Papad & Fryums,0
2025-03-22,Dera Bassi,Munchies,Bhujia & Mixtures,16
2025-03-31,Barabanki,Munchies,Bhujia & Mixtures,3
2025-03-19,Kochi,Munchies,Papad & Fryums,6
2025-03-09,Mangaluru,Munchies,Papad & Fryums,0
2025-03-23,Mangaluru,Munchies,Bhujia & Mixtures,0
2025-03-12,Ludhiana,Munchies,Bhujia & Mixtures,64
2025-03-04,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-29,Tiruchirapalli,Munchies,Bhujia & Mixtures,16
2025-03-09,Erode,Munchies,Papad & Fryums,0
2025-04-01,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-08,Visakhapatnam,Munchies,Bhujia & Mixtures,48
2025-03-29,Phagwara,Munchies,Bhujia & Mixtures,0
2025-03-22,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-03-07,Delhi,Munchies,Bhujia & Mixtures,1198
2025-03-17,Aligarh,Munchies,Bhujia & Mixtures,0
2025-04-01,Ludhiana,Munchies,Bhujia & Mixtures,5
2025-03-11,Erode,Munchies,Bhujia & Mixtures,0
2025-03-28,Lucknow,Munchies,Bhujia & Mixtures,30
2025-03-10,Guntur,Munchies,Papad & Fryums,0
2025-03-09,Kozhikode,Munchies,Papad & Fryums,0
2025-04-01,Amritsar,Munchies,Bhujia & Mixtures,18
2025-03-26,Mohali,Munchies,Bhujia & Mixtures,9
2025-03-12,Thrissur,Munchies,Papad & Fryums,0
2025-04-01,Mathura,Munchies,Bhujia & Mixtures,0
2025-03-12,Barabanki,Munchies,Bhujia & Mixtures,0
2025-03-07,Lonavala,Munchies,Papad & Fryums,0
2025-03-05,Ludhiana,Munchies,Bhujia & Mixtures,12
2025-03-05,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-30,Erode,Munchies,Bhujia & Mixtures,0
2025-03-27,Alwar,Munchies,Bhujia & Mixtures,15
2025-04-01,Chennai,Munchies,Papad & Fryums,3
2025-03-22,Meerut,Munchies,Bhujia & Mixtures,16
2025-03-05,Mathura,Munchies,Bhujia & Mixtures,0
2025-03-09,Belgaum,Munchies,Papad & Fryums,0
2025-03-08,Erode,Munchies,Papad & Fryums,8
2025-04-01,Barabanki,Munchies,Bhujia & Mixtures,3
2025-03-28,Kochi,Munchies,Papad & Fryums,6
2025-03-20,Kochi,Munchies,Papad & Fryums,160
2025-03-06,Lonavala,Munchies,Papad & Fryums,0
2025-03-04,Amritsar,Munchies,Bhujia & Mixtures,32
2025-03-07,Vijayawada,Munchies,Bhujia & Mixtures,12
2025-03-13,Ludhiana,Munchies,Bhujia & Mixtures,27
2025-03-23,Jaipur,Munchies,Bhujia & Mixtures,84
2025-04-01,Lonavala,Munchies,Papad & Fryums,0
2025-03-09,Gurgaon,Munchies,Bhujia & Mixtures,628
2025-03-31,Hyderabad,Munchies,Papad & Fryums,28
2025-03-01,Manipal,Munchies,Papad & Fryums,0
2025-03-19,Visakhapatnam,Munchies,Bhujia & Mixtures,0
2025-03-05,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-26,Thrissur,Munchies,Bhujia & Mixtures,6
2025-03-08,Chennai,Munchies,Papad & Fryums,4
2025-03-01,Kochi,Munchies,Papad & Fryums,2
2025-03-07,Kochi,Munchies,Papad & Fryums,0
2025-03-25,Yamunanagar,Munchies,Bhujia & Mixtures,0
2025-03-16,Chennai,Munchies,Papad & Fryums,72
2025-03-29,Coimbatore,Munchies,Bhujia & Mixtures,0
2025-03-11,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-26,Kundli,Munchies,Bhujia & Mixtures,0
2025-03-21,Erode,Munchies,Papad & Fryums,0
2025-03-30,Vijayawada,Munchies,Bhujia & Mixtures,3
2025-03-19,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-04-02,Dharwad,Munchies,Bhujia & Mixtures,0
2025-03-23,Gurgaon,Munchies,Bhujia & Mixtures,272
2025-03-01,Pune,Munchies,Papad & Fryums,42
2025-03-30,Belgaum,Munchies,Papad & Fryums,0
2025-03-01,Agra,Munchies,Bhujia & Mixtures,2
2025-03-07,Coimbatore,Munchies,Bhujia & Mixtures,0
2025-03-13,Visakhapatnam,Munchies,Bhujia & Mixtures,51
2025-03-05,Visakhapatnam,Munchies,Bhujia & Mixtures,28
2025-03-21,Mangaluru,Munchies,Bhujia & Mixtures,0
2025-03-07,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-17,Hyderabad,Munchies,Papad & Fryums,27
2025-03-22,Phagwara,Munchies,Bhujia & Mixtures,8
2025-03-13,Tiruchirapalli,Munchies,Bhujia & Mixtures,0
2025-03-25,Hyderabad,Munchies,Papad & Fryums,42
2025-03-25,Kozhikode,Munchies,Papad & Fryums,0
2025-04-02,Delhi,Munchies,Bhujia & Mixtures,0
2025-03-30,Chandigarh,Munchies,Bhujia & Mixtures,23
2025-03-08,Vijayawada,Munchies,Bhujia & Mixtures,12
2025-03-07,Erode,Munchies,Papad & Fryums,0
2025-04-02,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-16,Kolkata,Munchies,Bhujia & Mixtures,38
2025-03-30,Chennai,Munchies,Papad & Fryums,15
2025-03-29,Kochi,Munchies,Papad & Fryums,0
2025-03-21,Kochi,Munchies,Papad & Fryums,0
2025-03-12,Karnal,Munchies,Bhujia & Mixtures,8
2025-03-22,Jaipur,Munchies,Bhujia & Mixtures,112
2025-03-27,Tiruchirapalli,Munchies,Bhujia & Mixtures,3
2025-03-20,Mathura,Munchies,Bhujia & Mixtures,8
2025-03-13,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-28,Jaipur,Munchies,Bhujia & Mixtures,50
2025-03-06,Guntur,Munchies,Papad & Fryums,0
2025-03-04,Saharanpur,Munchies,Bhujia & Mixtures,0
2025-03-27,Delhi,Munchies,Bhujia & Mixtures,368
2025-03-19,Visakhapatnam,Munchies,Papad & Fryums,0
2025-03-19,Delhi,Munchies,Bhujia & Mixtures,306
2025-03-03,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-07,Mangaluru,Munchies,Bhujia & Mixtures,8
2025-03-01,Coimbatore,Munchies,Bhujia & Mixtures,4
2025-03-25,Chennai,Munchies,Bhujia & Mixtures,188
2025-03-16,Chandigarh,Munchies,Bhujia & Mixtures,37
2025-03-24,Thrissur,Munchies,Papad & Fryums,0
2025-03-17,Thrissur,Munchies,Papad & Fryums,0
2025-03-27,Dharwad,Munchies,Bhujia & Mixtures,0
2025-04-01,Amravati,Munchies,Bhujia & Mixtures,0
2025-03-19,Kozhikode,Munchies,Papad & Fryums,0
2025-03-07,Agra,Munchies,Bhujia & Mixtures,16
2025-03-08,Jaipur,Munchies,Bhujia & Mixtures,20
2025-03-07,Lucknow,Munchies,Bhujia & Mixtures,84
2025-03-25,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-12,Sonipat,Munchies,Bhujia & Mixtures,28
2025-03-31,Thrissur,Munchies,Papad & Fryums,0
2025-03-05,Delhi,Munchies,Bhujia & Mixtures,1124
2025-03-10,Thrissur,Munchies,Papad & Fryums,0
2025-03-13,Delhi,Munchies,Bhujia & Mixtures,510
2025-03-26,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-22,Chennai,Munchies,Papad & Fryums,60
2025-03-01,Kolkata,Munchies,Bhujia & Mixtures,23
2025-03-12,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-03-05,Kozhikode,Munchies,Papad & Fryums,0
2025-03-25,Surat,Munchies,Bhujia & Mixtures,3
2025-03-20,Pune,Munchies,Bhujia & Mixtures,142
2025-03-10,Udupi,Munchies,Bhujia & Mixtures,0
2025-03-07,Phagwara,Munchies,Bhujia & Mixtures,8
2025-03-30,Pune,Munchies,Papad & Fryums,21
2025-03-21,Patiala,Munchies,Bhujia & Mixtures,12
2025-03-21,Mathura,Munchies,Bhujia & Mixtures,0
2025-03-30,Manipal,Munchies,Papad & Fryums,6
2025-03-23,Mumbai,Munchies,Bhujia & Mixtures,301
2025-03-06,Meerut,Munchies,Bhujia & Mixtures,16
2025-03-22,Manipal,Munchies,Papad & Fryums,0
2025-03-29,Jalandhar,Munchies,Bhujia & Mixtures,8
2025-03-05,Rewa,Munchies,Bhujia & Mixtures,0
2025-03-13,Lucknow,Munchies,Bhujia & Mixtures,69
2025-03-08,Agra,Munchies,Bhujia & Mixtures,24
2025-04-01,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-04,Mohali,Munchies,Bhujia & Mixtures,12
2025-03-06,Nellore,Munchies,Bhujia & Mixtures,0
2025-03-25,Rewa,Munchies,Bhujia & Mixtures,18
2025-03-25,Guntur,Munchies,Bhujia & Mixtures,6
2025-03-24,Jalandhar,Munchies,Bhujia & Mixtures,0
2025-03-25,Kundli,Munchies,Bhujia & Mixtures,0
2025-03-12,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-07,Kozhikode,Munchies,Bhujia & Mixtures,0
2025-04-01,Chennai,Munchies,Bhujia & Mixtures,55
2025-03-20,Mysore,Munchies,Bhujia & Mixtures,0
2025-03-28,Erode,Munchies,Papad & Fryums,0
2025-03-09,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-04,Kozhikode,Munchies,Papad & Fryums,0
2025-03-27,Bahadurgarh,Munchies,Bhujia & Mixtures,0
2025-04-01,Thrissur,Munchies,Papad & Fryums,0
2025-03-31,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-12,Muzaffarnagar,Munchies,Bhujia & Mixtures,0
2025-03-24,Tiruchirapalli,Munchies,Papad & Fryums,0
2025-03-21,Kurukshetra,Munchies,Bhujia & Mixtures,0
2025-03-30,Udupi,Munchies,Bhujia & Mixtures,12
2025-03-18,Dharwad,Munchies,Papad & Fryums,0
2025-03-25,Pune,Munchies,Bhujia & Mixtures,135
2025-03-21,Lucknow,Munchies,Bhujia & Mixtures,51
2025-03-18,Guntur,Munchies,Bhujia & Mixtures,0
2025-03-11,Sonipat,Munchies,Bhujia & Mixtures,0
2025-04-01,Aligarh,Munchies,Bhujia & Mixtures,0
2025-03-20,Patiala,Munchies,Bhujia & Mixtures,20
2025-03-23,Mysore,Munchies,Papad & Fryums,0
2025-03-01,Erode,Munchies,Papad & Fryums,0
2025-03-22,Mangaluru,Munchies,Papad & Fryums,0
2025-03-06,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-05,Dharwad,Munchies,Bhujia & Mixtures,4
2025-03-23,Nashik,Munchies,Papad & Fryums,6
2025-03-10,Pune,Munchies,Papad & Fryums,244
2025-03-27,Lonavala,Munchies,Papad & Fryums,0
2025-04-01,Noida,Munchies,Bhujia & Mixtures,60
2025-03-05,Panchkula,Munchies,Bhujia & Mixtures,8
2025-03-24,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-20,Bathinda,Munchies,Bhujia & Mixtures,8
2025-04-01,Manipal,Munchies,Bhujia & Mixtures,0
2025-03-29,Pune,Munchies,Papad & Fryums,24
2025-03-04,Karnal,Munchies,Bhujia & Mixtures,0
2025-03-21,Manipal,Munchies,Papad & Fryums,0
2025-03-27,Mysore,Munchies,Bhujia & Mixtures,15
2025-03-07,Belgaum,Munchies,Bhujia & Mixtures,0
2025-04-02,Zirakpur,Munchies,Bhujia & Mixtures,0
2025-03-04,Rewa,Munchies,Bhujia & Mixtures,0
2025-03-01,Mumbai,Munchies,Papad & Fryums,108
2025-03-06,Alwar,Munchies,Bhujia & Mixtures,0
2025-03-25,Amritsar,Munchies,Bhujia & Mixtures,3
2025-03-05,Saharanpur,Munchies,Bhujia & Mixtures,16
2025-03-13,Durgigudi,Munchies,Bhujia & Mixtures,0
2025-03-12,Thrissur,Munchies,Bhujia & Mixtures,0
2025-03-13,Muzaffarnagar,Munchies,Bhujia & Mixtures,6
2025-03-07,Alwar,Munchies,Bhujia & Mixtures,0
2025-03-05,Noida,Munchies,Bhujia & Mixtures,448
2025-03-22,Mumbai,Munchies,Bhujia & Mixtures,601
2025-04-01,Lonavala,Munchies,Bhujia & Mixtures,0
2025-03-25,Ambala,Munchies,Bhujia & Mixtures,0
2025-03-25,Panchkula,Munchies,Bhujia & Mixtures,0
2025-03-17,Dera Bassi,Munchies,Bhujia & Mixtures,0
2025-03-16,Hyderabad,Munchies,Papad & Fryums,61
2025-03-27,Nashik,Munchies,Bhujia & Mixtures,0
2025-03-31,Coimbatore,Munchies,Papad & Fryums,0
2025-03-22,Nashik,Munchies,Papad & Fryums,0
2025-03-10,Dera Bassi,Munchies,Bhujia & Mixtures,4
2025-03-07,Nellore,Munchies,Bhujia & Mixtures,8
2025-03-24,Mysore,Munchies,Papad & Fryums,0
2025-03-18,Visakhapatnam,Munchies,Papad & Fryums,20
